LR;SV_RAW;SV;DIST;SERIES
0,0784;2677;2478;4;at noozle
0,0784;2861;2662;4;at noozle
0,0784;2862;2663;4;at noozle
0,0784;3040;2841;4;at noozle
0,0784;2897;2698;4;at noozle
0,0784;2760;2561;4;at noozle
0,0784;2782;2583;4;at noozle
0,0784;2772;2573;4;at noozle
0,0784;2853;2654;4;at noozle
0,0784;3084;2885;4;at noozle
0,0784;2933;2734;4;at noozle
0,0784;2836;2637;4;at noozle
0,0784;2690;2491;4;at noozle
0,0784;2650;2451;4;at noozle
0,0784;2763;2564;4;at noozle
0,0784;2833;2634;4;at noozle
0,0784;2776;2577;4;at noozle
0,0784;2780;2581;4;at noozle
0,0784;2623;2424;4;at noozle
0,0784;2588;2389;4;at noozle
0,0784;2603;2404;4;at noozle
0,0784;2498;2299;4;at noozle
0,0784;2504;2305;4;at noozle
0,0784;2608;2409;4;at noozle
0,0784;2525;2326;4;at noozle
0,0784;2467;2268;4;at noozle
0,0784;2411;2212;4;at noozle
0,0784;2379;2180;4;at noozle
0,0784;2462;2263;4;at noozle
0,0784;2455;2256;4;at noozle
0,0784;2547;2348;4;at noozle
0,104;5840;5641;4;at noozle
0,104;5488;5289;4;at noozle
0,104;5317;5118;4;at noozle
0,104;4327;4128;4;at noozle
0,104;6360;6161;4;at noozle
0,104;7240;7041;4;at noozle
0,104;6281;6082;4;at noozle
0,104;5718;5519;4;at noozle
0,104;5835;5636;4;at noozle
0,104;6395;6196;4;at noozle
0,104;6350;6151;4;at noozle
0,104;6197;5998;4;at noozle
0,104;5295;5096;4;at noozle
0,104;6196;5997;4;at noozle
0,104;5376;5177;4;at noozle
0,104;5146;4947;4;at noozle
0,104;4633;4434;4;at noozle
0,104;3706;3507;4;at noozle
0,104;3538;3339;4;at noozle
0,104;3038;2839;4;at noozle
0,104;2988;2789;4;at noozle
0,104;2890;2691;4;at noozle
0,104;2818;2619;4;at noozle
0,104;3019;2820;4;at noozle
0,104;5207;5008;4;at noozle
0,104;5404;5205;4;at noozle
0,104;4493;4294;4;at noozle
0,104;3231;3032;4;at noozle
0,104;3024;2825;4;at noozle
0,104;2915;2716;4;at noozle
0,104;2720;2521;4;at noozle
0,104;2698;2499;4;at noozle
0,104;2856;2657;4;at noozle
0,104;2830;2631;4;at noozle
0,104;2854;2655;4;at noozle
0,104;2774;2575;4;at noozle
0,104;2687;2488;4;at noozle
0,104;2790;2591;4;at noozle
0,104;2794;2595;4;at noozle
0,104;2740;2541;4;at noozle
0,104;2716;2517;4;at noozle
0,104;2718;2519;4;at noozle
0,104;2652;2453;4;at noozle
0,104;2707;2508;4;at noozle
0,104;2699;2500;4;at noozle
0,104;2654;2455;4;at noozle
0,104;2641;2442;4;at noozle
0,104;2607;2408;4;at noozle
0,104;2669;2470;4;at noozle
0,104;2697;2498;4;at noozle
0,104;2572;2373;4;at noozle
0,104;2608;2409;4;at noozle
0,104;2624;2425;4;at noozle
0,104;2935;2736;4;at noozle
0,104;2866;2667;4;at noozle
0,104;3197;2998;4;at noozle
0,104;4422;4223;4;at noozle
0,104;5152;4953;4;at noozle
0,104;4329;4130;4;at noozle
0,104;4749;4550;4;at noozle
0,104;4300;4101;4;at noozle
0,104;5281;5082;4;at noozle
0,104;5357;5158;4;at noozle
0,104;5030;4831;4;at noozle
0,104;4739;4540;4;at noozle
0,104;4492;4293;4;at noozle
0,104;4306;4107;4;at noozle
0,104;4500;4301;4;at noozle
0,104;4570;4371;4;at noozle
0,104;4126;3927;4;at noozle
0,104;4323;4124;4;at noozle
0,104;4437;4238;4;at noozle
0,104;4631;4432;4;at noozle
0,104;4095;3896;4;at noozle
0,104;3312;3113;4;at noozle
0,104;2940;2741;4;at noozle
0,104;4108;3909;4;at noozle
0,104;3634;3435;4;at noozle
0,104;3650;3451;4;at noozle
0,104;3314;3115;4;at noozle
0,104;3688;3489;4;at noozle
0,104;3412;3213;4;at noozle
0,104;2818;2619;4;at noozle
0,104;2497;2298;4;at noozle
0,104;2347;2148;4;at noozle
0,104;2245;2046;4;at noozle
0,104;2364;2165;4;at noozle
0,104;2538;2339;4;at noozle
0,104;2616;2417;4;at noozle
0,104;2445;2246;4;at noozle
0,104;2367;2168;4;at noozle
0,104;2356;2157;4;at noozle
0,104;2428;2229;4;at noozle
0,104;2305;2106;4;at noozle
0,104;2265;2066;4;at noozle
0,104;2570;2371;4;at noozle
0,104;2601;2402;4;at noozle
0,104;2416;2217;4;at noozle
0,104;2341;2142;4;at noozle
0,104;2389;2190;4;at noozle
0,104;2399;2200;4;at noozle
0,104;2432;2233;4;at noozle
0;50;50;2;lower noozle
0,0144;207;157;2;lower noozle
0,0144;204;154;2;lower noozle
0,0144;189;139;2;lower noozle
0,0144;180;130;2;lower noozle
0,0144;180;130;2;lower noozle
0,0144;182;132;2;lower noozle
0,0144;184;134;2;lower noozle
0,0144;189;139;2;lower noozle
0,0144;191;141;2;lower noozle
0,0144;189;139;2;lower noozle
0,0144;187;137;2;lower noozle
0,0144;190;140;2;lower noozle
0,0144;201;151;2;lower noozle
0,0144;227;177;2;lower noozle
0,0144;260;210;2;lower noozle
0,0144;296;246;2;lower noozle
0,0144;380;330;2;lower noozle
0,0144;598;548;2;lower noozle
0,0144;700;650;2;lower noozle
0,0144;601;551;2;lower noozle
0,0144;610;560;2;lower noozle
0,0144;558;508;2;lower noozle
0,0144;552;502;2;lower noozle
0,0144;641;591;2;lower noozle
0,0144;611;561;2;lower noozle
0,0144;587;537;2;lower noozle
0,0144;614;564;2;lower noozle
0,0144;574;524;2;lower noozle
0,0144;549;499;2;lower noozle
0,0144;477;427;2;lower noozle
0,0144;473;423;2;lower noozle
0,0144;483;433;2;lower noozle
0,0144;494;444;2;lower noozle
0,0144;469;419;2;lower noozle
0,0144;505;455;2;lower noozle
0,0144;566;516;2;lower noozle
0,0144;644;594;2;lower noozle
0,0144;743;693;2;lower noozle
0,0144;779;729;2;lower noozle
0,0144;790;740;2;lower noozle
0,0144;815;765;2;lower noozle
0,0144;764;714;2;lower noozle
0,0144;788;738;2;lower noozle
0,0144;774;724;2;lower noozle
0,0144;734;684;2;lower noozle
0,0144;725;675;2;lower noozle
0,0144;763;713;2;lower noozle
0,0144;723;673;2;lower noozle
0,0144;666;616;2;lower noozle
0,0144;645;595;2;lower noozle
0,0144;639;589;2;lower noozle
0,0144;625;575;2;lower noozle
0,0144;606;556;2;lower noozle
0,0144;627;577;2;lower noozle
0,0144;659;609;2;lower noozle
0,0144;644;594;2;lower noozle
0,0144;584;534;2;lower noozle
0,0144;515;465;2;lower noozle
0,0144;426;376;2;lower noozle
0,0144;343;293;2;lower noozle
0,0144;299;249;2;lower noozle
0,0144;282;232;2;lower noozle
0,0144;272;222;2;lower noozle
0,0144;263;213;2;lower noozle
0,0144;264;214;2;lower noozle
0,0144;274;224;2;lower noozle
0,0144;289;239;2;lower noozle
0,0144;309;259;2;lower noozle
0,0144;319;269;2;lower noozle
0,0144;332;282;2;lower noozle
0,0144;321;271;2;lower noozle
0,0144;317;267;2;lower noozle
0,0144;320;270;2;lower noozle
0,0144;324;274;2;lower noozle
0,0144;284;234;2;lower noozle
0,0144;340;290;2;lower noozle
0,0144;341;291;2;lower noozle
0,0144;291;241;2;lower noozle
0,0144;289;239;2;lower noozle
0,0144;238;188;2;lower noozle
0,0144;218;168;2;lower noozle
0,0144;226;176;2;lower noozle
0,0144;208;158;2;lower noozle
0,0144;247;197;2;lower noozle
0,0144;246;196;2;lower noozle
0,0144;226;176;2;lower noozle
0,0144;235;185;2;lower noozle
0,0144;274;224;2;lower noozle
0,0144;306;256;2;lower noozle
0,0144;258;208;2;lower noozle
0,0144;238;188;2;lower noozle
0,0144;224;174;2;lower noozle
0,0144;239;189;2;lower noozle
0,0144;260;210;2;lower noozle
0,0144;263;213;2;lower noozle
0,0144;265;215;2;lower noozle
0,0144;247;197;2;lower noozle
0,0144;237;187;2;lower noozle
0,0144;234;184;2;lower noozle
0,0348;2535;2485;2;lower noozle
0,0348;2752;2702;2;lower noozle
0,0348;4264;4214;2;lower noozle
0,0348;4474;4424;2;lower noozle
0,0348;2992;2942;2;lower noozle
0,0348;4084;4034;2;lower noozle
0,0348;5876;5826;2;lower noozle
0,0348;5308;5258;2;lower noozle
0,0348;5743;5693;2;lower noozle
0,0348;5543;5493;2;lower noozle
0,0348;6095;6045;2;lower noozle
0,0348;6079;6029;2;lower noozle
0,0348;4629;4579;2;lower noozle
0,0348;2390;2340;2;lower noozle
0,0348;851;801;2;lower noozle
0,0348;743;693;2;lower noozle
0,0348;512;462;2;lower noozle
0,0348;374;324;2;lower noozle
0,0348;359;309;2;lower noozle
0,0348;424;374;2;lower noozle
0,0348;850;800;2;lower noozle
0,0348;1336;1286;2;lower noozle
0,0348;1450;1400;2;lower noozle
0,0348;2853;2803;2;lower noozle
0,0348;2335;2285;2;lower noozle
0,0348;1030;980;2;lower noozle
0,0348;675;625;2;lower noozle
0,0348;628;578;2;lower noozle
0,0348;614;564;2;lower noozle
0,0348;590;540;2;lower noozle
0,0348;570;520;2;lower noozle
0,0348;526;476;2;lower noozle
0,0348;533;483;2;lower noozle
0,0348;552;502;2;lower noozle
0,0348;554;504;2;lower noozle
0,0348;545;495;2;lower noozle
0,0348;552;502;2;lower noozle
0,0348;522;472;2;lower noozle
0,0348;508;458;2;lower noozle
0,0348;499;449;2;lower noozle
0,0348;492;442;2;lower noozle
0,0348;506;456;2;lower noozle
0,0348;516;466;2;lower noozle
0,0348;567;517;2;lower noozle
0,0348;702;652;2;lower noozle
0,0348;872;822;2;lower noozle
0,0348;905;855;2;lower noozle
0,0348;808;758;2;lower noozle
0,0348;764;714;2;lower noozle
0,0348;682;632;2;lower noozle
0,0348;591;541;2;lower noozle
0,0348;493;443;2;lower noozle
0,0348;442;392;2;lower noozle
0,0348;418;368;2;lower noozle
0,0348;394;344;2;lower noozle
0,0348;400;350;2;lower noozle
0,0348;382;332;2;lower noozle
0,0348;450;400;2;lower noozle
0,0348;639;589;2;lower noozle
0,0348;731;681;2;lower noozle
0,0348;631;581;2;lower noozle
0,0348;474;424;2;lower noozle
0,0348;460;410;2;lower noozle
0,0348;478;428;2;lower noozle
0,0348;464;414;2;lower noozle
0,0348;476;426;2;lower noozle
0,0348;493;443;2;lower noozle
0,0348;495;445;2;lower noozle
0,0348;485;435;2;lower noozle
0,0348;459;409;2;lower noozle
0,0348;434;384;2;lower noozle
0,0348;420;370;2;lower noozle
0,0348;414;364;2;lower noozle
0,0348;407;357;2;lower noozle
0,0348;399;349;2;lower noozle
0,0348;393;343;2;lower noozle
0,0348;473;423;2;lower noozle
0,0348;969;919;2;lower noozle
0,0348;1900;1850;2;lower noozle
0,0348;2917;2867;2;lower noozle
0,0348;4344;4294;2;lower noozle
0,0348;2365;2315;2;lower noozle
0,0348;1707;1657;2;lower noozle
0,0348;4120;4070;2;lower noozle
0,0348;3998;3948;2;lower noozle
0,0348;3501;3451;2;lower noozle
0,0348;5221;5171;2;lower noozle
0,0348;3625;3575;2;lower noozle
0,0348;511;461;2;lower noozle
0,0348;2694;2644;2;lower noozle
0,0348;1315;1265;2;lower noozle
0,0348;1410;1360;2;lower noozle
0,0348;2183;2133;2;lower noozle
0,0348;4357;4307;2;lower noozle
0,0348;6040;5990;2;lower noozle
0,0348;4583;4533;2;lower noozle
0,0348;4541;4491;2;lower noozle
0,0348;6371;6321;2;lower noozle
0,0348;6422;6372;2;lower noozle
0,0348;6070;6020;2;lower noozle
0,057;7687;7637;2;lower noozle
0,057;5408;5358;2;lower noozle
0,057;5066;5016;2;lower noozle
0,057;4599;4549;2;lower noozle
0,057;5623;5573;2;lower noozle
0,057;6120;6070;2;lower noozle
0,057;6644;6594;2;lower noozle
0,057;7826;7776;2;lower noozle
0,057;8730;8680;2;lower noozle
0,057;9309;9259;2;lower noozle
0,057;10068;10018;2;lower noozle
0,057;10274;10224;2;lower noozle
0,057;9004;8954;2;lower noozle
0,057;10651;10601;2;lower noozle
0,057;10216;10166;2;lower noozle
0,057;9295;9245;2;lower noozle
0,057;10071;10021;2;lower noozle
0,057;10738;10688;2;lower noozle
0,057;11253;11203;2;lower noozle
0,057;9397;9347;2;lower noozle
0,057;8854;8804;2;lower noozle
0,057;9493;9443;2;lower noozle
0,057;8422;8372;2;lower noozle
0,057;8699;8649;2;lower noozle
0,057;7913;7863;2;lower noozle
0,057;8387;8337;2;lower noozle
0,057;8944;8894;2;lower noozle
0,057;10325;10275;2;lower noozle
0,057;10580;10530;2;lower noozle
0,057;8311;8261;2;lower noozle
0,057;7958;7908;2;lower noozle
0,057;8832;8782;2;lower noozle
0,057;8868;8818;2;lower noozle
0,057;8169;8119;2;lower noozle
0,057;7192;7142;2;lower noozle
0,057;5284;5234;2;lower noozle
0,057;6730;6680;2;lower noozle
0,057;8488;8438;2;lower noozle
0,057;9011;8961;2;lower noozle
0,057;8034;7984;2;lower noozle
0,057;8677;8627;2;lower noozle
0,057;9565;9515;2;lower noozle
0,057;8791;8741;2;lower noozle
0,057;7651;7601;2;lower noozle
0,057;7829;7779;2;lower noozle
0,057;8372;8322;2;lower noozle
0,057;8398;8348;2;lower noozle
0,057;6849;6799;2;lower noozle
0,057;6191;6141;2;lower noozle
0,057;5587;5537;2;lower noozle
0,057;5648;5598;2;lower noozle
0,057;5455;5405;2;lower noozle
0,057;5930;5880;2;lower noozle
0,057;5183;5133;2;lower noozle
0,057;4637;4587;2;lower noozle
0,057;3623;3573;2;lower noozle
0,057;2771;2721;2;lower noozle
0,057;2261;2211;2;lower noozle
0,057;1260;1210;2;lower noozle
0,057;732;682;2;lower noozle
0,057;560;510;2;lower noozle
0,057;523;473;2;lower noozle
0,057;512;462;2;lower noozle
0,057;510;460;2;lower noozle
0,057;502;452;2;lower noozle
0,057;509;459;2;lower noozle
0,057;504;454;2;lower noozle
0,057;471;421;2;lower noozle
0,057;460;410;2;lower noozle
0,057;578;528;2;lower noozle
0,057;597;547;2;lower noozle
0,057;540;490;2;lower noozle
0,057;468;418;2;lower noozle
0,057;462;412;2;lower noozle
0,057;448;398;2;lower noozle
0,057;412;362;2;lower noozle
0,057;397;347;2;lower noozle
0,057;372;322;2;lower noozle
0,057;367;317;2;lower noozle
0,057;348;298;2;lower noozle
0,057;360;310;2;lower noozle
0,057;396;346;2;lower noozle
0,057;400;350;2;lower noozle
0,057;393;343;2;lower noozle
0,057;367;317;2;lower noozle
0,057;383;333;2;lower noozle
0,057;396;346;2;lower noozle
0,057;398;348;2;lower noozle
0,057;392;342;2;lower noozle
0,057;397;347;2;lower noozle
0,057;399;349;2;lower noozle
0,057;436;386;2;lower noozle
0,057;515;465;2;lower noozle
0,057;564;514;2;lower noozle
0,057;521;471;2;lower noozle
0,057;727;677;2;lower noozle
0,057;473;423;2;lower noozle
0,057;497;447;2;lower noozle
0,057;494;444;2;lower noozle
0,057;571;521;2;lower noozle
0,0784;5530;5480;2;lower noozle
0,0784;6179;6129;2;lower noozle
0,0784;7132;7082;2;lower noozle
0,0784;6082;6032;2;lower noozle
0,0784;7943;7893;2;lower noozle
0,0784;8598;8548;2;lower noozle
0,0784;8840;8790;2;lower noozle
0,0784;7599;7549;2;lower noozle
0,0784;2142;2092;2;lower noozle
0,0784;2132;2082;2;lower noozle
0,0784;2613;2563;2;lower noozle
0,0784;1357;1307;2;lower noozle
0,0784;853;803;2;lower noozle
0,0784;1580;1530;2;lower noozle
0,0784;919;869;2;lower noozle
0,0784;2010;1960;2;lower noozle
0,0784;2647;2597;2;lower noozle
0,0784;1185;1135;2;lower noozle
0,0784;596;546;2;lower noozle
0,0784;583;533;2;lower noozle
0,0784;1261;1211;2;lower noozle
0,0784;2395;2345;2;lower noozle
0,0784;4345;4295;2;lower noozle
0,0784;2922;2872;2;lower noozle
0,0784;2288;2238;2;lower noozle
0,0784;2952;2902;2;lower noozle
0,0784;4059;4009;2;lower noozle
0,0784;2264;2214;2;lower noozle
0,0784;4088;4038;2;lower noozle
0,0784;4125;4075;2;lower noozle
0,0784;5796;5746;2;lower noozle
0,0784;6904;6854;2;lower noozle
0,0784;5736;5686;2;lower noozle
0,0784;5659;5609;2;lower noozle
0,0784;4805;4755;2;lower noozle
0,0784;5275;5225;2;lower noozle
0,0784;4645;4595;2;lower noozle
0,0784;4039;3989;2;lower noozle
0,0784;5537;5487;2;lower noozle
0,0784;6386;6336;2;lower noozle
0,0784;4779;4729;2;lower noozle
0,0784;4727;4677;2;lower noozle
0,0784;5336;5286;2;lower noozle
0,0784;4976;4926;2;lower noozle
0,0784;5534;5484;2;lower noozle
0,0784;8120;8070;2;lower noozle
0,0784;7430;7380;2;lower noozle
0,0784;7274;7224;2;lower noozle
0,0784;8467;8417;2;lower noozle
0,0784;7252;7202;2;lower noozle
0,0784;5492;5442;2;lower noozle
0,0784;5659;5609;2;lower noozle
0,0784;6585;6535;2;lower noozle
0,0784;7046;6996;2;lower noozle
0,0784;5962;5912;2;lower noozle
0,0784;4720;4670;2;lower noozle
0,0784;4688;4638;2;lower noozle
0,0784;4437;4387;2;lower noozle
0,0784;4662;4612;2;lower noozle
0,0784;4721;4671;2;lower noozle
0,0784;4426;4376;2;lower noozle
0,0784;5163;5113;2;lower noozle
0,0784;4789;4739;2;lower noozle
0,0784;3106;3056;2;lower noozle
0,0784;1817;1767;2;lower noozle
0,0784;866;816;2;lower noozle
0,0784;712;662;2;lower noozle
0,0784;701;651;2;lower noozle
0,0784;660;610;2;lower noozle
0,0784;647;597;2;lower noozle
0,0784;610;560;2;lower noozle
0,0784;630;580;2;lower noozle
0,0784;667;617;2;lower noozle
0,0784;705;655;2;lower noozle
0,0784;707;657;2;lower noozle
0,0784;702;652;2;lower noozle
0,0784;784;734;2;lower noozle
0,0784;858;808;2;lower noozle
0,0784;743;693;2;lower noozle
0,0784;730;680;2;lower noozle
0,0784;707;657;2;lower noozle
0,0784;678;628;2;lower noozle
0,0784;806;756;2;lower noozle
0,0784;834;784;2;lower noozle
0,0784;671;621;2;lower noozle
0,0784;779;729;2;lower noozle
0,0784;719;669;2;lower noozle
0,0784;646;596;2;lower noozle
0,0784;746;696;2;lower noozle
0,0784;805;755;2;lower noozle
0,0784;598;548;2;lower noozle
0,0784;559;509;2;lower noozle
0,0784;505;455;2;lower noozle
0,0784;482;432;2;lower noozle
0,0784;471;421;2;lower noozle
0,0784;809;759;2;lower noozle
0,0784;865;815;2;lower noozle
0,0784;935;885;2;lower noozle
0,0784;1021;971;2;lower noozle
0,0784;1001;951;2;lower noozle
0,0784;955;905;2;lower noozle
0,104;9934;9884;2;lower noozle
0,104;9875;9825;2;lower noozle
0,104;8858;8808;2;lower noozle
0,104;9351;9301;2;lower noozle
0,104;8730;8680;2;lower noozle
0,104;8909;8859;2;lower noozle
0,104;6414;6364;2;lower noozle
0,104;7823;7773;2;lower noozle
0,104;8304;8254;2;lower noozle
0,104;8795;8745;2;lower noozle
0,104;7147;7097;2;lower noozle
0,104;4363;4313;2;lower noozle
0,104;1721;1671;2;lower noozle
0,104;3616;3566;2;lower noozle
0,104;1895;1845;2;lower noozle
0,104;2045;1995;2;lower noozle
0,104;2018;1968;2;lower noozle
0,104;1400;1350;2;lower noozle
0,104;2834;2784;2;lower noozle
0,104;4740;4690;2;lower noozle
0,104;4303;4253;2;lower noozle
0,104;5975;5925;2;lower noozle
0,104;7854;7804;2;lower noozle
0,104;7987;7937;2;lower noozle
0,104;8404;8354;2;lower noozle
0,104;7235;7185;2;lower noozle
0,104;8194;8144;2;lower noozle
0,104;7260;7210;2;lower noozle
0,104;7361;7311;2;lower noozle
0,104;5122;5072;2;lower noozle
0,104;4263;4213;2;lower noozle
0,104;4056;4006;2;lower noozle
0,104;4772;4722;2;lower noozle
0,104;6038;5988;2;lower noozle
0,104;6559;6509;2;lower noozle
0,104;7653;7603;2;lower noozle
0,104;7158;7108;2;lower noozle
0,104;5476;5426;2;lower noozle
0,104;5911;5861;2;lower noozle
0,104;4247;4197;2;lower noozle
0,104;6953;6903;2;lower noozle
0,104;7881;7831;2;lower noozle
0,104;9365;9315;2;lower noozle
0,104;8387;8337;2;lower noozle
0,104;7910;7860;2;lower noozle
0,104;6837;6787;2;lower noozle
0,104;7521;7471;2;lower noozle
0,104;8749;8699;2;lower noozle
0,104;8567;8517;2;lower noozle
0,104;6493;6443;2;lower noozle
0,104;6290;6240;2;lower noozle
0,104;5749;5699;2;lower noozle
0,104;3868;3818;2;lower noozle
0,104;5644;5594;2;lower noozle
0,104;5186;5136;2;lower noozle
0,104;4518;4468;2;lower noozle
0,104;3763;3713;2;lower noozle
0,104;3664;3614;2;lower noozle
0,104;5836;5786;2;lower noozle
0,104;4949;4899;2;lower noozle
0,104;6203;6153;2;lower noozle
0,104;5403;5353;2;lower noozle
0,104;5125;5075;2;lower noozle
0,104;4124;4074;2;lower noozle
0,104;3610;3560;2;lower noozle
0,104;2232;2182;2;lower noozle
0,104;2179;2129;2;lower noozle
0,104;1662;1612;2;lower noozle
0,104;1487;1437;2;lower noozle
0,104;1527;1477;2;lower noozle
0,104;1531;1481;2;lower noozle
0,104;1460;1410;2;lower noozle
0,104;1229;1179;2;lower noozle
0,104;1288;1238;2;lower noozle
0,104;1353;1303;2;lower noozle
0,104;2190;2140;2;lower noozle
0,104;2043;1993;2;lower noozle
0,104;1306;1256;2;lower noozle
0,104;1272;1222;2;lower noozle
0,104;1361;1311;2;lower noozle
0,104;1501;1451;2;lower noozle
0,104;1281;1231;2;lower noozle
0,104;1211;1161;2;lower noozle
0,104;1253;1203;2;lower noozle
0,104;1863;1813;2;lower noozle
0,104;1813;1763;2;lower noozle
0,104;1562;1512;2;lower noozle
0,104;2334;2284;2;lower noozle
0,104;3168;3118;2;lower noozle
0,104;3689;3639;2;lower noozle
0,104;4123;4073;2;lower noozle
0,104;4099;4049;2;lower noozle
0,104;4405;4355;2;lower noozle
0,104;4239;4189;2;lower noozle
0,104;5024;4974;2;lower noozle
0,104;4588;4538;2;lower noozle
0,104;3971;3921;2;lower noozle
0,104;2907;2857;2;lower noozle
0,104;1870;1820;2;lower noozle
0,104;1188;1138;2;lower noozle
0,104;1536;1486;2;lower noozle
0,104;1260;1210;2;lower noozle
0;188;188;4;lower noozle
0,0144;661;473;4;lower noozle
0,0144;664;476;4;lower noozle
0,0144;670;482;4;lower noozle
0,0144;667;479;4;lower noozle
0,0144;693;505;4;lower noozle
0,0144;676;488;4;lower noozle
0,0144;667;479;4;lower noozle
0,0144;666;478;4;lower noozle
0,0144;668;480;4;lower noozle
0,0144;652;464;4;lower noozle
0,0144;645;457;4;lower noozle
0,0144;642;454;4;lower noozle
0,0144;650;462;4;lower noozle
0,0144;654;466;4;lower noozle
0,0144;655;467;4;lower noozle
0,0144;653;465;4;lower noozle
0,0144;651;463;4;lower noozle
0,0144;648;460;4;lower noozle
0,0144;653;465;4;lower noozle
0,0144;658;470;4;lower noozle
0,0144;657;469;4;lower noozle
0,0144;661;473;4;lower noozle
0,0144;664;476;4;lower noozle
0,0144;667;479;4;lower noozle
0,0144;671;483;4;lower noozle
0,0144;677;489;4;lower noozle
0,0144;673;485;4;lower noozle
0,0144;675;487;4;lower noozle
0,0144;680;492;4;lower noozle
0,0144;701;513;4;lower noozle
0,0144;726;538;4;lower noozle
0,0144;740;552;4;lower noozle
0,0144;750;562;4;lower noozle
0,0144;776;588;4;lower noozle
0,0144;784;596;4;lower noozle
0,0144;809;621;4;lower noozle
0,0144;819;631;4;lower noozle
0,0144;813;625;4;lower noozle
0,0144;812;624;4;lower noozle
0,0144;808;620;4;lower noozle
0,0144;756;568;4;lower noozle
0,0144;741;553;4;lower noozle
0,0144;747;559;4;lower noozle
0,0144;741;553;4;lower noozle
0,0144;738;550;4;lower noozle
0,0144;742;554;4;lower noozle
0,0144;743;555;4;lower noozle
0,0144;762;574;4;lower noozle
0,0144;763;575;4;lower noozle
0,0144;765;577;4;lower noozle
0,0144;783;595;4;lower noozle
0,0144;797;609;4;lower noozle
0,0144;786;598;4;lower noozle
0,0144;794;606;4;lower noozle
0,0144;782;594;4;lower noozle
0,0144;787;599;4;lower noozle
0,0144;790;602;4;lower noozle
0,0144;793;605;4;lower noozle
0,0144;788;600;4;lower noozle
0,0144;790;602;4;lower noozle
0,0144;813;625;4;lower noozle
0,0144;844;656;4;lower noozle
0,0144;882;694;4;lower noozle
0,0144;904;716;4;lower noozle
0,0144;893;705;4;lower noozle
0,0144;851;663;4;lower noozle
0,0144;847;659;4;lower noozle
0,0144;853;665;4;lower noozle
0,0144;849;661;4;lower noozle
0,0144;847;659;4;lower noozle
0,0144;849;661;4;lower noozle
0,0144;864;676;4;lower noozle
0,0144;857;669;4;lower noozle
0,0144;850;662;4;lower noozle
0,0144;845;657;4;lower noozle
0,0144;852;664;4;lower noozle
0,0144;843;655;4;lower noozle
0,0144;836;648;4;lower noozle
0,0144;837;649;4;lower noozle
0,0144;848;660;4;lower noozle
0,0144;858;670;4;lower noozle
0,0144;852;664;4;lower noozle
0,0144;849;661;4;lower noozle
0,0144;846;658;4;lower noozle
0,0144;847;659;4;lower noozle
0,0144;843;655;4;lower noozle
0,0144;835;647;4;lower noozle
0,0144;822;634;4;lower noozle
0,0144;794;606;4;lower noozle
0,0144;802;614;4;lower noozle
0,0144;795;607;4;lower noozle
0,0144;763;575;4;lower noozle
0,0144;747;559;4;lower noozle
0,0144;746;558;4;lower noozle
0,0144;736;548;4;lower noozle
0,0144;742;554;4;lower noozle
0,0348;1401;1213;4;lower noozle
0,0348;2345;2157;4;lower noozle
0,0348;1261;1073;4;lower noozle
0,0348;1144;956;4;lower noozle
0,0348;1785;1597;4;lower noozle
0,0348;2656;2468;4;lower noozle
0,0348;1599;1411;4;lower noozle
0,0348;1269;1081;4;lower noozle
0,0348;1917;1729;4;lower noozle
0,0348;2712;2524;4;lower noozle
0,0348;3641;3453;4;lower noozle
0,0348;2782;2594;4;lower noozle
0,0348;3438;3250;4;lower noozle
0,0348;3126;2938;4;lower noozle
0,0348;1594;1406;4;lower noozle
0,0348;3574;3386;4;lower noozle
0,0348;5956;5768;4;lower noozle
0,0348;6013;5825;4;lower noozle
0,0348;5207;5019;4;lower noozle
0,0348;1378;1190;4;lower noozle
0,0348;1395;1207;4;lower noozle
0,0348;1237;1049;4;lower noozle
0,0348;1094;906;4;lower noozle
0,0348;1149;961;4;lower noozle
0,0348;1196;1008;4;lower noozle
0,0348;1165;977;4;lower noozle
0,0348;1391;1203;4;lower noozle
0,0348;1397;1209;4;lower noozle
0,0348;1340;1152;4;lower noozle
0,0348;1333;1145;4;lower noozle
0,0348;1520;1332;4;lower noozle
0,0348;1667;1479;4;lower noozle
0,0348;1685;1497;4;lower noozle
0,0348;1985;1797;4;lower noozle
0,0348;2940;2752;4;lower noozle
0,0348;3697;3509;4;lower noozle
0,0348;2399;2211;4;lower noozle
0,0348;2651;2463;4;lower noozle
0,0348;4053;3865;4;lower noozle
0,0348;5521;5333;4;lower noozle
0,0348;4515;4327;4;lower noozle
0,0348;3293;3105;4;lower noozle
0,0348;5041;4853;4;lower noozle
0,0348;5877;5689;4;lower noozle
0,0348;4593;4405;4;lower noozle
0,0348;2820;2632;4;lower noozle
0,0348;2453;2265;4;lower noozle
0,0348;2107;1919;4;lower noozle
0,0348;1921;1733;4;lower noozle
0,0348;1789;1601;4;lower noozle
0,0348;1809;1621;4;lower noozle
0,0348;2041;1853;4;lower noozle
0,0348;1670;1482;4;lower noozle
0,0348;2363;2175;4;lower noozle
0,0348;3968;3780;4;lower noozle
0,0348;4252;4064;4;lower noozle
0,0348;1982;1794;4;lower noozle
0,0348;2148;1960;4;lower noozle
0,0348;2798;2610;4;lower noozle
0,0348;4035;3847;4;lower noozle
0,0348;4776;4588;4;lower noozle
