LR_O2 l\h;LR_CH4_g\hr;LR;LR percent;SV_RAW;SV;DIST;SERIES;SPLIT
0;0;0;0;60;60;2;at point;0,5
0;0;0;0;231;231;2;at point;1
0;0;0;0;545;545;4;at point;0,5
0;0;0;0;626;626;4;at point;1
0;0;0;0;196;196;2;5cm upper;0,5
0;0;0;0;266;266;2;5cm upper;1
0;0;0;0;621;621;4;5cm upper;0,5
0;0;0;0;661;661;4;5cm upper;1
0,0144;2,88576;3;20;2197;2137;2;at point;0,5
0,0144;2,88576;3;20;2149;2089;2;at point;0,5
0,0144;2,88576;3;20;1973;1913;2;at point;0,5
0,0144;2,88576;3;20;1871;1811;2;at point;0,5
0,0144;2,88576;3;20;1914;1854;2;at point;0,5
0,0144;2,88576;3;20;2122;2062;2;at point;0,5
0,0144;2,88576;3;20;2389;2329;2;at point;0,5
0,0144;2,88576;3;20;2452;2392;2;at point;0,5
0,0144;2,88576;3;20;2602;2542;2;at point;0,5
0,0144;2,88576;3;20;2541;2481;2;at point;0,5
0,0144;2,88576;3;20;2425;2365;2;at point;0,5
0,0144;2,88576;3;20;2258;2198;2;at point;0,5
0,0144;2,88576;3;20;2036;1976;2;at point;0,5
0,0144;2,88576;3;20;2412;2352;2;at point;0,5
0,0144;2,88576;3;20;2254;2194;2;at point;0,5
0,0144;2,88576;3;20;1977;1917;2;at point;0,5
0,0144;2,88576;3;20;2042;1982;2;at point;0,5
0,0144;2,88576;3;20;2338;2278;2;at point;0,5
0,0144;2,88576;3;20;2747;2687;2;at point;0,5
0,0144;2,88576;3;20;2754;2694;2;at point;0,5
0,0144;2,88576;3;20;2623;2563;2;at point;0,5
0,0144;2,88576;3;20;2519;2459;2;at point;0,5
0,0144;2,88576;3;20;2203;2143;2;at point;0,5
0,0144;2,88576;3;20;2205;2145;2;at point;0,5
0,0144;2,88576;3;20;2603;2543;2;at point;0,5
0,0144;2,88576;3;20;2677;2617;2;at point;0,5
0,0144;2,88576;3;20;2371;2311;2;at point;0,5
0,0144;2,88576;3;20;2416;2356;2;at point;0,5
0,0144;2,88576;3;20;2289;2229;2;at point;0,5
0,0144;2,88576;3;20;2347;2287;2;at point;0,5
0,0144;2,88576;3;20;3154;3094;2;at point;0,5
0,0144;2,88576;3;20;3406;3346;2;at point;0,5
0,0144;2,88576;3;20;2844;2784;2;at point;0,5
0,0144;2,88576;3;20;2526;2466;2;at point;0,5
0,0144;2,88576;3;20;2347;2287;2;at point;0,5
0,0144;2,88576;3;20;2222;2162;2;at point;0,5
0,0144;2,88576;3;20;2181;2121;2;at point;0,5
0,0144;2,88576;3;20;2126;2066;2;at point;0,5
0,0144;2,88576;3;20;2021;1961;2;at point;0,5
0,0144;2,88576;3;20;2046;1986;2;at point;0,5
0,0144;2,88576;3;20;2242;2182;2;at point;0,5
0,0144;2,88576;3;20;2391;2331;2;at point;0,5
0,0144;2,88576;3;20;2311;2251;2;at point;0,5
0,0144;2,88576;3;20;1978;1918;2;at point;0,5
0,0144;2,88576;3;20;2141;2081;2;at point;0,5
0,0144;2,88576;3;20;2042;1982;2;at point;0,5
0,0144;2,88576;3;20;1998;1938;2;at point;0,5
0,0144;2,88576;3;20;2059;1999;2;at point;0,5
0,0144;2,88576;3;20;2139;2079;2;at point;0,5
0,0144;2,88576;3;20;2107;2047;2;at point;0,5
0,0144;2,88576;3;20;2078;2018;2;at point;0,5
0,0144;2,88576;3;20;2060;2000;2;at point;0,5
0,0144;2,88576;3;20;1840;1780;2;at point;0,5
0,0144;2,88576;3;20;2004;1944;2;at point;0,5
0,0144;2,88576;3;20;2125;2065;2;at point;0,5
0,0144;2,88576;3;20;1862;1802;2;at point;0,5
0,0144;2,88576;3;20;1743;1683;2;at point;0,5
0,0144;2,88576;3;20;1794;1734;2;at point;0,5
0,0144;2,88576;3;20;1796;1736;2;at point;0,5
0,0144;2,88576;3;20;1800;1740;2;at point;0,5
0,0144;2,88576;3;20;2149;2089;2;at point;0,5
0,0144;2,88576;3;20;2172;2112;2;at point;0,5
0,0144;2,88576;3;20;2086;2026;2;at point;0,5
0,0144;2,88576;3;20;1986;1926;2;at point;0,5
0,0144;2,88576;3;20;1984;1924;2;at point;0,5
0,0144;2,88576;3;20;1953;1893;2;at point;0,5
0,0144;2,88576;3;20;1881;1821;2;at point;0,5
0,0144;2,88576;3;20;1857;1797;2;at point;0,5
0,0144;2,88576;3;20;1890;1830;2;at point;0,5
0,0144;2,88576;3;20;2930;2870;2;at point;0,5
0,0144;2,88576;3;20;2392;2332;2;at point;0,5
0,0144;2,88576;3;20;1926;1866;2;at point;0,5
0,0144;2,88576;3;20;1990;1930;2;at point;0,5
0,0144;2,88576;3;20;2705;2645;2;at point;0,5
0,0144;2,88576;3;20;2577;2517;2;at point;0,5
0,0144;2,88576;3;20;2181;2121;2;at point;0,5
0,0144;2,88576;3;20;1955;1895;2;at point;0,5
0,0144;2,88576;3;20;1911;1851;2;at point;0,5
0,0144;2,88576;3;20;1830;1770;2;at point;0,5
0,0144;2,88576;3;20;2118;2058;2;at point;0,5
0,0144;2,88576;3;20;2375;2315;2;at point;0,5
0,0144;2,88576;3;20;2194;2134;2;at point;0,5
0,0144;2,88576;3;20;2002;1942;2;at point;0,5
0,0144;2,88576;3;20;1996;1936;2;at point;0,5
0,0144;2,88576;3;20;2069;2009;2;at point;0,5
0,0144;2,88576;3;20;2145;2085;2;at point;0,5
0,0144;2,88576;3;20;2069;2009;2;at point;0,5
0,0144;2,88576;3;20;1583;1523;2;at point;0,5
0,0144;2,88576;3;20;1380;1320;2;at point;0,5
0,0144;2,88576;3;20;1449;1389;2;at point;0,5
0,0144;2,88576;3;20;1454;1394;2;at point;0,5
0,0144;2,88576;3;20;2132;2072;2;at point;0,5
0,0144;2,88576;3;20;3182;3122;2;at point;0,5
0,0144;2,88576;3;20;3314;3254;2;at point;0,5
0,0144;2,88576;3;20;3380;3320;2;at point;0,5
0,0144;2,88576;3;20;3015;2955;2;at point;0,5
0,0144;2,88576;3;20;2749;2689;2;at point;0,5
0,0144;2,88576;3;20;2537;2477;2;at point;0,5
0,0144;2,88576;3;20;2216;2156;2;at point;0,5
0,0144;2,88576;3;20;2098;2038;2;at point;0,5
0,0144;2,88576;3;20;2125;2065;2;at point;0,5
0,0144;2,88576;3;20;2109;2049;2;at point;0,5
0,0144;2,88576;3;20;1909;1849;2;at point;0,5
0,0144;2,88576;3;20;2233;1688;4;at point;0,5
0,0144;2,88576;3;20;2130;1585;4;at point;0,5
0,0144;2,88576;3;20;2068;1523;4;at point;0,5
0,0144;2,88576;3;20;1962;1417;4;at point;0,5
0,0144;2,88576;3;20;1910;1365;4;at point;0,5
0,0144;2,88576;3;20;1896;1351;4;at point;0,5
0,0144;2,88576;3;20;1924;1379;4;at point;0,5
0,0144;2,88576;3;20;1917;1372;4;at point;0,5
0,0144;2,88576;3;20;1846;1301;4;at point;0,5
0,0144;2,88576;3;20;1795;1250;4;at point;0,5
0,0144;2,88576;3;20;1791;1246;4;at point;0,5
0,0144;2,88576;3;20;1799;1254;4;at point;0,5
0,0144;2,88576;3;20;1776;1231;4;at point;0,5
0,0144;2,88576;3;20;1786;1241;4;at point;0,5
0,0144;2,88576;3;20;1807;1262;4;at point;0,5
0,0144;2,88576;3;20;1811;1266;4;at point;0,5
0,0144;2,88576;3;20;2057;1512;4;at point;0,5
0,0144;2,88576;3;20;2294;1749;4;at point;0,5
0,0144;2,88576;3;20;2484;1939;4;at point;0,5
0,0144;2,88576;3;20;2451;1906;4;at point;0,5
0,0144;2,88576;3;20;2056;1511;4;at point;0,5
0,0144;2,88576;3;20;1822;1277;4;at point;0,5
0,0144;2,88576;3;20;1819;1274;4;at point;0,5
0,0144;2,88576;3;20;1932;1387;4;at point;0,5
0,0144;2,88576;3;20;2034;1489;4;at point;0,5
0,0144;2,88576;3;20;2059;1514;4;at point;0,5
0,0144;2,88576;3;20;2056;1511;4;at point;0,5
0,0144;2,88576;3;20;2104;1559;4;at point;0,5
0,0144;2,88576;3;20;2209;1664;4;at point;0,5
0,0144;2,88576;3;20;2145;1600;4;at point;0,5
0,0144;2,88576;3;20;2060;1515;4;at point;0,5
0,0144;2,88576;3;20;2023;1478;4;at point;0,5
0,0144;2,88576;3;20;1983;1438;4;at point;0,5
0,0144;2,88576;3;20;1895;1350;4;at point;0,5
0,0144;2,88576;3;20;1866;1321;4;at point;0,5
0,0144;2,88576;3;20;1961;1416;4;at point;0,5
0,0144;2,88576;3;20;1972;1427;4;at point;0,5
0,0144;2,88576;3;20;2038;1493;4;at point;0,5
0,0144;2,88576;3;20;2076;1531;4;at point;0,5
0,0144;2,88576;3;20;2008;1463;4;at point;0,5
0,0144;2,88576;3;20;1913;1368;4;at point;0,5
0,0144;2,88576;3;20;1947;1402;4;at point;0,5
0,0144;2,88576;3;20;1978;1433;4;at point;0,5
0,0144;2,88576;3;20;1914;1369;4;at point;0,5
0,0144;2,88576;3;20;1930;1385;4;at point;0,5
0,0144;2,88576;3;20;1858;1313;4;at point;0,5
0,0144;2,88576;3;20;1764;1219;4;at point;0,5
0,0144;2,88576;3;20;1784;1239;4;at point;0,5
0,0144;2,88576;3;20;1809;1264;4;at point;0,5
0,0144;2,88576;3;20;1805;1260;4;at point;0,5
0,0144;2,88576;3;20;1810;1265;4;at point;0,5
0,0144;2,88576;3;20;1786;1241;4;at point;0,5
0,0144;2,88576;3;20;1806;1261;4;at point;0,5
0,0144;2,88576;3;20;1835;1290;4;at point;0,5
0,0144;2,88576;3;20;1885;1340;4;at point;0,5
0,0144;2,88576;3;20;1901;1356;4;at point;0,5
0,0144;2,88576;3;20;1857;1312;4;at point;0,5
0,0144;2,88576;3;20;1853;1308;4;at point;0,5
0,0144;2,88576;3;20;1829;1284;4;at point;0,5
0,0144;2,88576;3;20;1763;1218;4;at point;0,5
0,0144;2,88576;3;20;1753;1208;4;at point;0,5
0,0144;2,88576;3;20;1784;1239;4;at point;0,5
0,0144;2,88576;3;20;1809;1264;4;at point;0,5
0,0144;2,88576;3;20;1807;1262;4;at point;0,5
0,0144;2,88576;3;20;1804;1259;4;at point;0,5
0,0144;2,88576;3;20;1781;1236;4;at point;0,5
0,0144;2,88576;3;20;1779;1234;4;at point;0,5
0,0144;2,88576;3;20;1875;1330;4;at point;0,5
0,0144;2,88576;3;20;1842;1297;4;at point;0,5
0,0144;2,88576;3;20;1832;1287;4;at point;0,5
0,0144;2,88576;3;20;1903;1358;4;at point;0,5
0,0144;2,88576;3;20;1924;1379;4;at point;0,5
0,0144;2,88576;3;20;1935;1390;4;at point;0,5
0,0144;2,88576;3;20;1984;1439;4;at point;0,5
0,0144;2,88576;3;20;1974;1429;4;at point;0,5
0,0144;2,88576;3;20;1905;1360;4;at point;0,5
0,0144;2,88576;3;20;1917;1372;4;at point;0,5
0,0144;2,88576;3;20;1912;1367;4;at point;0,5
0,0144;2,88576;3;20;1789;1244;4;at point;0,5
0,0144;2,88576;3;20;1908;1363;4;at point;0,5
0,0144;2,88576;3;20;1919;1374;4;at point;0,5
0,0144;2,88576;3;20;1879;1334;4;at point;0,5
0,0144;2,88576;3;20;1833;1288;4;at point;0,5
0,0144;2,88576;3;20;1867;1322;4;at point;0,5
0,0144;2,88576;3;20;1938;1393;4;at point;0,5
0,0144;2,88576;3;20;1972;1427;4;at point;0,5
0,0144;2,88576;3;20;2006;1461;4;at point;0,5
0,0144;2,88576;3;20;1999;1454;4;at point;0,5
0,0144;2,88576;3;20;1921;1376;4;at point;0,5
0,0144;2,88576;3;20;1852;1307;4;at point;0,5
0,0144;2,88576;3;20;1846;1301;4;at point;0,5
0,0144;2,88576;3;20;1823;1278;4;at point;0,5
0,0144;2,88576;3;20;1826;1281;4;at point;0,5
0,0144;2,88576;3;20;1782;1237;4;at point;0,5
0,0144;2,88576;3;20;1809;1264;4;at point;0,5
0,0144;2,88576;3;20;1814;1269;4;at point;0,5
0,0144;2,88576;3;20;1778;1233;4;at point;0,5
0,0144;2,88576;3;20;1779;1234;4;at point;0,5
0,0144;2,88576;3;20;1795;1250;4;at point;0,5
0,0144;2,88576;3;20;1865;1320;4;at point;0,5
0,0144;2,88576;3;20;1885;1340;4;at point;0,5
0,0144;2,88576;3;20;1873;1328;4;at point;0,5
0,0144;2,88576;3;20;226;30;2;5cm upper;0,5
0,0144;2,88576;3;20;225;29;2;5cm upper;0,5
0,0144;2,88576;3;20;222;26;2;5cm upper;0,5
0,0144;2,88576;3;20;220;24;2;5cm upper;0,5
0,0144;2,88576;3;20;222;26;2;5cm upper;0,5
0,0144;2,88576;3;20;465;269;2;5cm upper;0,5
0,0144;2,88576;3;20;528;332;2;5cm upper;0,5
0,0144;2,88576;3;20;287;91;2;5cm upper;0,5
0,0144;2,88576;3;20;224;28;2;5cm upper;0,5
0,0144;2,88576;3;20;234;38;2;5cm upper;0,5
0,0144;2,88576;3;20;238;42;2;5cm upper;0,5
0,0144;2,88576;3;20;239;43;2;5cm upper;0,5
0,0144;2,88576;3;20;231;35;2;5cm upper;0,5
0,0144;2,88576;3;20;232;36;2;5cm upper;0,5
0,0144;2,88576;3;20;228;32;2;5cm upper;0,5
0,0144;2,88576;3;20;219;23;2;5cm upper;0,5
0,0144;2,88576;3;20;217;21;2;5cm upper;0,5
0,0144;2,88576;3;20;218;22;2;5cm upper;0,5
0,0144;2,88576;3;20;220;24;2;5cm upper;0,5
0,0144;2,88576;3;20;223;27;2;5cm upper;0,5
0,0144;2,88576;3;20;264;68;2;5cm upper;0,5
0,0144;2,88576;3;20;1137;941;2;5cm upper;0,5
0,0144;2,88576;3;20;1909;1713;2;5cm upper;0,5
0,0144;2,88576;3;20;1321;1125;2;5cm upper;0,5
0,0144;2,88576;3;20;1724;1528;2;5cm upper;0,5
0,0144;2,88576;3;20;1645;1449;2;5cm upper;0,5
0,0144;2,88576;3;20;788;592;2;5cm upper;0,5
0,0144;2,88576;3;20;353;157;2;5cm upper;0,5
0,0144;2,88576;3;20;333;137;2;5cm upper;0,5
0,0144;2,88576;3;20;472;276;2;5cm upper;0,5
0,0144;2,88576;3;20;1217;1021;2;5cm upper;0,5
0,0144;2,88576;3;20;2168;1972;2;5cm upper;0,5
0,0144;2,88576;3;20;2144;1948;2;5cm upper;0,5
0,0144;2,88576;3;20;1797;1601;2;5cm upper;0,5
0,0144;2,88576;3;20;1619;1423;2;5cm upper;0,5
0,0144;2,88576;3;20;1687;1491;2;5cm upper;0,5
0,0144;2,88576;3;20;2580;2384;2;5cm upper;0,5
0,0144;2,88576;3;20;287;91;2;5cm upper;0,5
0,0144;2,88576;3;20;1476;1280;2;5cm upper;0,5
0,0144;2,88576;3;20;1165;969;2;5cm upper;0,5
0,0144;2,88576;3;20;1686;1490;2;5cm upper;0,5
0,0144;2,88576;3;20;1778;1582;2;5cm upper;0,5
0,0144;2,88576;3;20;1716;1520;2;5cm upper;0,5
0,0144;2,88576;3;20;1679;1483;2;5cm upper;0,5
0,0144;2,88576;3;20;1382;1186;2;5cm upper;0,5
0,0144;2,88576;3;20;1051;855;2;5cm upper;0,5
0,0144;2,88576;3;20;580;384;2;5cm upper;0,5
0,0144;2,88576;3;20;611;415;2;5cm upper;0,5
0,0144;2,88576;3;20;336;140;2;5cm upper;0,5
0,0144;2,88576;3;20;342;146;2;5cm upper;0,5
0,0144;2,88576;3;20;516;320;2;5cm upper;0,5
0,0144;2,88576;3;20;325;129;2;5cm upper;0,5
0,0144;2,88576;3;20;215;19;2;5cm upper;0,5
0,0144;2,88576;3;20;204;8;2;5cm upper;0,5
0,0144;2,88576;3;20;203;7;2;5cm upper;0,5
0,0144;2,88576;3;20;206;10;2;5cm upper;0,5
0,0144;2,88576;3;20;248;52;2;5cm upper;0,5
0,0144;2,88576;3;20;415;219;2;5cm upper;0,5
0,0144;2,88576;3;20;338;142;2;5cm upper;0,5
0,0144;2,88576;3;20;682;486;2;5cm upper;0,5
0,0144;2,88576;3;20;361;165;2;5cm upper;0,5
0,0144;2,88576;3;20;211;15;2;5cm upper;0,5
0,0144;2,88576;3;20;202;6;2;5cm upper;0,5
0,0144;2,88576;3;20;206;10;2;5cm upper;0,5
0,0144;2,88576;3;20;205;9;2;5cm upper;0,5
0,0144;2,88576;3;20;262;66;2;5cm upper;0,5
0,0144;2,88576;3;20;570;374;2;5cm upper;0,5
0,0144;2,88576;3;20;332;136;2;5cm upper;0,5
0,0144;2,88576;3;20;234;38;2;5cm upper;0,5
0,0144;2,88576;3;20;208;12;2;5cm upper;0,5
0,0144;2,88576;3;20;209;13;2;5cm upper;0,5
0,0144;2,88576;3;20;211;15;2;5cm upper;0,5
0,0144;2,88576;3;20;209;13;2;5cm upper;0,5
0,0144;2,88576;3;20;207;11;2;5cm upper;0,5
0,0144;2,88576;3;20;316;120;2;5cm upper;0,5
0,0144;2,88576;3;20;267;71;2;5cm upper;0,5
0,0144;2,88576;3;20;208;12;2;5cm upper;0,5
0,0144;2,88576;3;20;204;8;2;5cm upper;0,5
0,0144;2,88576;3;20;207;11;2;5cm upper;0,5
0,0144;2,88576;3;20;208;12;2;5cm upper;0,5
0,0144;2,88576;3;20;205;9;2;5cm upper;0,5
0,0144;2,88576;3;20;2373;1752;4;5cm upper;0,5
0,0144;2,88576;3;20;1921;1300;4;5cm upper;0,5
0,0144;2,88576;3;20;1117;496;4;5cm upper;0,5
0,0144;2,88576;3;20;1229;608;4;5cm upper;0,5
0,0144;2,88576;3;20;1033;412;4;5cm upper;0,5
0,0144;2,88576;3;20;813;192;4;5cm upper;0,5
0,0144;2,88576;3;20;956;335;4;5cm upper;0,5
0,0144;2,88576;3;20;801;180;4;5cm upper;0,5
0,0144;2,88576;3;20;709;88;4;5cm upper;0,5
0,0144;2,88576;3;20;708;87;4;5cm upper;0,5
0,0144;2,88576;3;20;700;79;4;5cm upper;0,5
0,0144;2,88576;3;20;775;154;4;5cm upper;0,5
0,0144;2,88576;3;20;711;90;4;5cm upper;0,5
0,0144;2,88576;3;20;708;87;4;5cm upper;0,5
0,0144;2,88576;3;20;1258;637;4;5cm upper;0,5
0,0144;2,88576;3;20;1829;1208;4;5cm upper;0,5
0,0144;2,88576;3;20;1832;1211;4;5cm upper;0,5
0,0144;2,88576;3;20;1614;993;4;5cm upper;0,5
0,0144;2,88576;3;20;1484;863;4;5cm upper;0,5
0,0144;2,88576;3;20;2076;1455;4;5cm upper;0,5
0,0144;2,88576;3;20;2678;2057;4;5cm upper;0,5
0,0144;2,88576;3;20;1904;1283;4;5cm upper;0,5
0,0144;2,88576;3;20;1748;1127;4;5cm upper;0,5
0,0144;2,88576;3;20;1951;1330;4;5cm upper;0,5
0,0144;2,88576;3;20;2193;1572;4;5cm upper;0,5
0,0144;2,88576;3;20;1927;1306;4;5cm upper;0,5
0,0144;2,88576;3;20;1686;1065;4;5cm upper;0,5
0,0144;2,88576;3;20;1789;1168;4;5cm upper;0,5
0,0144;2,88576;3;20;2030;1409;4;5cm upper;0,5
0,0144;2,88576;3;20;2073;1452;4;5cm upper;0,5
0,0144;2,88576;3;20;2075;1454;4;5cm upper;0,5
0,0144;2,88576;3;20;1493;872;4;5cm upper;0,5
0,0144;2,88576;3;20;1953;1332;4;5cm upper;0,5
0,0144;2,88576;3;20;1871;1250;4;5cm upper;0,5
0,0144;2,88576;3;20;1530;909;4;5cm upper;0,5
0,0144;2,88576;3;20;1801;1180;4;5cm upper;0,5
0,0144;2,88576;3;20;1856;1235;4;5cm upper;0,5
0,0144;2,88576;3;20;1267;646;4;5cm upper;0,5
0,0144;2,88576;3;20;759;138;4;5cm upper;0,5
0,0144;2,88576;3;20;679;58;4;5cm upper;0,5
0,0144;2,88576;3;20;660;39;4;5cm upper;0,5
0,0144;2,88576;3;20;663;42;4;5cm upper;0,5
0,0144;2,88576;3;20;704;83;4;5cm upper;0,5
0,0144;2,88576;3;20;813;192;4;5cm upper;0,5
0,0144;2,88576;3;20;756;135;4;5cm upper;0,5
0,0144;2,88576;3;20;668;47;4;5cm upper;0,5
0,0144;2,88576;3;20;678;57;4;5cm upper;0,5
0,0144;2,88576;3;20;761;140;4;5cm upper;0,5
0,0144;2,88576;3;20;938;317;4;5cm upper;0,5
0,0144;2,88576;3;20;1215;594;4;5cm upper;0,5
0,0144;2,88576;3;20;1382;761;4;5cm upper;0,5
0,0144;2,88576;3;20;1373;752;4;5cm upper;0,5
0,0144;2,88576;3;20;1431;810;4;5cm upper;0,5
0,0144;2,88576;3;20;1607;986;4;5cm upper;0,5
0,0144;2,88576;3;20;1701;1080;4;5cm upper;0,5
0,0144;2,88576;3;20;1692;1071;4;5cm upper;0,5
0,0144;2,88576;3;20;1535;914;4;5cm upper;0,5
0,0144;2,88576;3;20;1765;1144;4;5cm upper;0,5
0,0144;2,88576;3;20;1599;978;4;5cm upper;0,5
0,0144;2,88576;3;20;1560;939;4;5cm upper;0,5
0,0144;2,88576;3;20;1644;1023;4;5cm upper;0,5
0,0144;2,88576;3;20;1757;1136;4;5cm upper;0,5
0,0144;2,88576;3;20;1740;1119;4;5cm upper;0,5
0,0144;2,88576;3;20;1631;1010;4;5cm upper;0,5
0,0144;2,88576;3;20;1753;1132;4;5cm upper;0,5
0,0144;2,88576;3;20;1784;1163;4;5cm upper;0,5
0,0144;2,88576;3;20;1483;862;4;5cm upper;0,5
0,0144;2,88576;3;20;1993;1372;4;5cm upper;0,5
0,0144;2,88576;3;20;1922;1301;4;5cm upper;0,5
0,0144;2,88576;3;20;1934;1313;4;5cm upper;0,5
0,0144;2,88576;3;20;1816;1195;4;5cm upper;0,5
0,0144;2,88576;3;20;1251;630;4;5cm upper;0,5
0,0144;2,88576;3;20;938;317;4;5cm upper;0,5
0,0144;2,88576;3;20;1529;908;4;5cm upper;0,5
0,0144;2,88576;3;20;2594;1973;4;5cm upper;0,5
0,0144;2,88576;3;20;2248;1627;4;5cm upper;0,5
0,0144;2,88576;3;20;1614;993;4;5cm upper;0,5
0,0144;2,88576;3;20;1612;991;4;5cm upper;0,5
0,0144;2,88576;3;20;2174;1553;4;5cm upper;0,5
0,0144;2,88576;3;20;1732;1111;4;5cm upper;0,5
0,0144;2,88576;3;20;2322;1701;4;5cm upper;0,5
0,0144;2,88576;3;20;2122;1501;4;5cm upper;0,5
0,0144;2,88576;3;20;1813;1192;4;5cm upper;0,5
0,0144;2,88576;3;20;1982;1361;4;5cm upper;0,5
0,0144;2,88576;3;20;1563;942;4;5cm upper;0,5
0,0144;2,88576;3;20;1865;1244;4;5cm upper;0,5
0,0144;2,88576;3;20;1944;1323;4;5cm upper;0,5
0,0144;2,88576;3;20;1530;909;4;5cm upper;0,5
0,0144;2,88576;3;20;1279;658;4;5cm upper;0,5
0,0144;2,88576;3;20;2167;1546;4;5cm upper;0,5
0,0144;2,88576;3;20;2139;1518;4;5cm upper;0,5
0,0144;2,88576;3;20;1831;1210;4;5cm upper;0,5
0,0144;2,88576;3;20;2097;1476;4;5cm upper;0,5
0,0144;2,88576;3;20;1869;1248;4;5cm upper;0,5
0,0144;2,88576;3;20;1735;1114;4;5cm upper;0,5
0,0144;2,88576;3;20;1805;1184;4;5cm upper;0,5
0,0144;2,88576;3;20;1792;1171;4;5cm upper;0,5
0,0144;2,88576;3;20;1696;1075;4;5cm upper;0,5
0,0144;2,88576;3;20;1571;950;4;5cm upper;0,5
0,0144;2,88576;3;20;1685;1064;4;5cm upper;0,5
0,0144;2,88576;3;20;1959;1338;4;5cm upper;0,5
0,0144;2,88576;3;20;2387;1766;4;5cm upper;0,5
0,0144;5,77152;6;20;2373;2142;2;at point;1
0,0144;5,77152;6;20;2269;2038;2;at point;1
0,0144;5,77152;6;20;2326;2095;2;at point;1
0,0144;5,77152;6;20;2415;2184;2;at point;1
0,0144;5,77152;6;20;2270;2039;2;at point;1
0,0144;5,77152;6;20;2306;2075;2;at point;1
0,0144;5,77152;6;20;2232;2001;2;at point;1
0,0144;5,77152;6;20;2090;1859;2;at point;1
0,0144;5,77152;6;20;1989;1758;2;at point;1
0,0144;5,77152;6;20;1996;1765;2;at point;1
0,0144;5,77152;6;20;2018;1787;2;at point;1
0,0144;5,77152;6;20;2027;1796;2;at point;1
0,0144;5,77152;6;20;2082;1851;2;at point;1
0,0144;5,77152;6;20;2251;2020;2;at point;1
0,0144;5,77152;6;20;2364;2133;2;at point;1
0,0144;5,77152;6;20;2335;2104;2;at point;1
0,0144;5,77152;6;20;2264;2033;2;at point;1
0,0144;5,77152;6;20;2241;2010;2;at point;1
0,0144;5,77152;6;20;2291;2060;2;at point;1
0,0144;5,77152;6;20;2461;2230;2;at point;1
0,0144;5,77152;6;20;2759;2528;2;at point;1
0,0144;5,77152;6;20;3086;2855;2;at point;1
0,0144;5,77152;6;20;3202;2971;2;at point;1
0,0144;5,77152;6;20;2996;2765;2;at point;1
0,0144;5,77152;6;20;3210;2979;2;at point;1
0,0144;5,77152;6;20;3150;2919;2;at point;1
0,0144;5,77152;6;20;3011;2780;2;at point;1
0,0144;5,77152;6;20;2969;2738;2;at point;1
0,0144;5,77152;6;20;2512;2281;2;at point;1
0,0144;5,77152;6;20;2134;1903;2;at point;1
0,0144;5,77152;6;20;1925;1694;2;at point;1
0,0144;5,77152;6;20;2269;2038;2;at point;1
0,0144;5,77152;6;20;2795;2564;2;at point;1
0,0144;5,77152;6;20;2493;2262;2;at point;1
0,0144;5,77152;6;20;2433;2202;2;at point;1
0,0144;5,77152;6;20;2225;1994;2;at point;1
0,0144;5,77152;6;20;2019;1788;2;at point;1
0,0144;5,77152;6;20;1955;1724;2;at point;1
0,0144;5,77152;6;20;2064;1833;2;at point;1
0,0144;5,77152;6;20;1931;1700;2;at point;1
0,0144;5,77152;6;20;2114;1883;2;at point;1
0,0144;5,77152;6;20;2130;1899;2;at point;1
0,0144;5,77152;6;20;2010;1779;2;at point;1
0,0144;5,77152;6;20;2240;2009;2;at point;1
0,0144;5,77152;6;20;2497;2266;2;at point;1
0,0144;5,77152;6;20;2504;2273;2;at point;1
0,0144;5,77152;6;20;2545;2314;2;at point;1
0,0144;5,77152;6;20;2313;2082;2;at point;1
0,0144;5,77152;6;20;2454;2223;2;at point;1
0,0144;5,77152;6;20;2888;2657;2;at point;1
0,0144;5,77152;6;20;2842;2611;2;at point;1
0,0144;5,77152;6;20;2705;2474;2;at point;1
0,0144;5,77152;6;20;2279;2048;2;at point;1
0,0144;5,77152;6;20;2081;1850;2;at point;1
0,0144;5,77152;6;20;2293;2062;2;at point;1
0,0144;5,77152;6;20;2190;1959;2;at point;1
0,0144;5,77152;6;20;2021;1790;2;at point;1
0,0144;5,77152;6;20;1722;1491;2;at point;1
0,0144;5,77152;6;20;1804;1573;2;at point;1
0,0144;5,77152;6;20;1729;1498;2;at point;1
0,0144;5,77152;6;20;1638;1407;2;at point;1
0,0144;5,77152;6;20;2124;1893;2;at point;1
0,0144;5,77152;6;20;2438;2207;2;at point;1
0,0144;5,77152;6;20;1921;1690;2;at point;1
0,0144;5,77152;6;20;2135;1904;2;at point;1
0,0144;5,77152;6;20;2538;2307;2;at point;1
0,0144;5,77152;6;20;2876;2645;2;at point;1
0,0144;5,77152;6;20;2385;2154;2;at point;1
0,0144;5,77152;6;20;2261;2030;2;at point;1
0,0144;5,77152;6;20;2207;1976;2;at point;1
0,0144;5,77152;6;20;2399;2168;2;at point;1
0,0144;5,77152;6;20;2161;1930;2;at point;1
0,0144;5,77152;6;20;2016;1785;2;at point;1
0,0144;5,77152;6;20;2191;1960;2;at point;1
0,0144;5,77152;6;20;2201;1970;2;at point;1
0,0144;5,77152;6;20;2098;1867;2;at point;1
0,0144;5,77152;6;20;1919;1688;2;at point;1
0,0144;5,77152;6;20;2037;1806;2;at point;1
0,0144;5,77152;6;20;2201;1970;2;at point;1
0,0144;5,77152;6;20;2176;1945;2;at point;1
